image_path,Species,Sampling_Date,State,Height_Ave_cm,Pre_GSHH_NDVI,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,is_synthetic,source_image,aug_strength,prompt_used
train/ID1148666289.jpg,Phalaris_Ryegrass_Clover,2015/6/26,Vic,3.5,0.81,4.0923,14.3231,21.4846,39.9,25.5769,False,train/ID1148666289.jpg,0.0,
train/ID1149598723.jpg,Lucerne,2015/5/7,NSW,43.0,0.87,0.0,5.3831,58.3169,63.7,58.3169,False,train/ID1149598723.jpg,0.0,
train/ID1159071020.jpg,Phalaris_Clover,2015/9/30,Vic,7.0,0.74,1.3191,6.7982,46.5727,54.69,47.8918,False,train/ID1159071020.jpg,0.0,
train/ID1163061745.jpg,WhiteClover,2015/6/29,Tas,2.0,0.5,5.2,6.7,1.2,13.1,6.4,False,train/ID1163061745.jpg,0.0,
train/ID1168534540.jpg,Fescue,2015/5/7,NSW,9.0,0.86,0.0,8.6892,55.6108,64.3,55.6108,False,train/ID1168534540.jpg,0.0,
train/ID1176292407.jpg,Ryegrass_Clover,2015/6/26,Tas,3.0,0.5,0.1308,16.7365,9.022,25.8893,9.1528,False,train/ID1176292407.jpg,0.0,
train/ID1182523622.jpg,WhiteClover,2015/6/29,Tas,2.0,0.48,3.1059,14.7193,0.6752,18.5004,3.7811,False,train/ID1182523622.jpg,0.0,
train/ID1183807388.jpg,Ryegrass,2015/7/1,Tas,5.0,0.7,0.0,20.9156,20.9156,41.8312,20.9156,False,train/ID1183807388.jpg,0.0,
train/ID1193692654.jpg,Ryegrass,2015/9/11,Tas,3.1667,0.69,0.2727,6.3317,13.4232,20.0276,13.6959,False,train/ID1193692654.jpg,0.0,
train/ID1199150612.jpg,Ryegrass_Clover,2015/11/10,Tas,5.5,0.62,0.3602,40.7019,27.0146,68.0767,27.3748,False,train/ID1199150612.jpg,0.0,
train/ID1208644039.jpg,Phalaris_Clover,2015/7/1,Vic,5.0,0.79,1.55,7.75,31.0,40.3,32.55,False,train/ID1208644039.jpg,0.0,
train/ID1211362607.jpg,Ryegrass,2015/2/24,NSW,7.0,0.58,0.0,1.3446,66.5554,67.9,66.5554,False,train/ID1211362607.jpg,0.0,
train/ID121331988.jpg,Fescue,2015/5/7,NSW,8.0,0.75,0.0,21.05,63.15,84.2,63.15,False,train/ID121331988.jpg,0.0,
train/ID1215977190.jpg,Ryegrass,2015/5/18,Tas,5.0,0.74,0.4068,24.8123,30.1002,55.3193,30.507,False,train/ID1215977190.jpg,0.0,
train/ID1217108125.jpg,WhiteClover,2015/6/29,Tas,2.0,0.62,5.9027,8.0594,0.6811,14.6432,6.5838,False,train/ID1217108125.jpg,0.0,
train/ID1237349078.jpg,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,2015/10/13,Vic,2.5,0.38,3.189,26.221,9.39,38.8,12.579,False,train/ID1237349078.jpg,0.0,
train/ID12390962.jpg,Ryegrass,2015/5/18,Tas,5.0,0.56,0.0,15.2,14.0,29.2,14.0,False,train/ID12390962.jpg,0.0,
train/ID1244346858.jpg,Fescue,2015/10/6,NSW,12.3333,0.45,0.0,30.9343,49.2657,80.2,49.2657,False,train/ID1244346858.jpg,0.0,
train/ID1249094008.jpg,Ryegrass,2015/6/26,Vic,4.0,0.71,0.0,16.3603,4.5809,20.9412,4.5809,False,train/ID1249094008.jpg,0.0,
train/ID1251029854.jpg,Fescue,2015/5/7,NSW,5.0,0.55,0.0,22.0875,36.8125,58.9,36.8125,False,train/ID1251029854.jpg,0.0,
train/ID1254829053.jpg,Ryegrass,2015/6/26,Vic,4.5,0.69,0.0,10.2162,4.2568,14.473,4.2568,False,train/ID1254829053.jpg,0.0,
train/ID1268934251.jpg,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,2015/10/13,Vic,3.3,0.42,0.0,24.7869,17.2131,42.0,17.2131,False,train/ID1268934251.jpg,0.0,
train/ID1275072698.jpg,Lucerne,2015/1/15,NSW,42.0,0.74,0.0,2.5,62.0,64.5,62.0,False,train/ID1275072698.jpg,0.0,
train/ID1277756619.jpg,Ryegrass,2015/7/1,Tas,3.0,0.4,0.0,3.2,6.0,9.2,6.0,False,train/ID1277756619.jpg,0.0,
train/ID1291116815.jpg,Ryegrass_Clover,2015/7/2,Vic,3.0,0.76,1.24,3.72,19.84,24.8,21.08,False,train/ID1291116815.jpg,0.0,
train/ID1294770420.jpg,Ryegrass_Clover,2015/11/9,Tas,3.3333,0.59,17.3814,36.1534,14.6004,68.1352,31.9818,False,train/ID1294770420.jpg,0.0,
train/ID1314135397.jpg,Fescue_CrumbWeed,2015/1/15,NSW,6.0,0.75,0.0,16.6678,28.0322,44.7,28.0322,False,train/ID1314135397.jpg,0.0,
train/ID13162390.jpg,Ryegrass_Clover,2015/8/14,Vic,3.0,0.74,2.8667,2.8667,20.0667,25.8,22.9333,False,train/ID13162390.jpg,0.0,
train/ID1337107565.jpg,Clover,2015/8/21,WA,1.0,0.39,10.04,0.0,0.0,10.04,10.04,False,train/ID1337107565.jpg,0.0,
train/ID1343327476.jpg,Phalaris_Clover,2015/8/14,Vic,5.0,0.71,3.1429,3.1429,37.7143,44.0,40.8571,False,train/ID1343327476.jpg,0.0,
train/ID1345375788.jpg,Ryegrass_Clover,2015/6/26,Tas,3.0,0.6,2.3762,7.7226,8.7127,18.8115,11.0889,False,train/ID1345375788.jpg,0.0,
train/ID135365668.jpg,Phalaris_Ryegrass_Clover,2015/6/26,Vic,3.0,0.74,2.4,1.8667,17.3333,21.6,19.7333,False,train/ID135365668.jpg,0.0,
train/ID1354190372.jpg,Ryegrass_Clover,2015/11/10,Tas,3.0,0.67,11.2565,6.5255,10.6039,28.3859,21.8604,False,train/ID1354190372.jpg,0.0,
train/ID1357758282.jpg,Lucerne,2015/1/15,NSW,62.0,0.77,0.0,4.8,107.3,112.1,107.3,False,train/ID1357758282.jpg,0.0,
train/ID1357768767.jpg,Fescue,2015/2/25,NSW,15.0,0.68,0.0,5.4497,104.1503,109.6,104.1503,False,train/ID1357768767.jpg,0.0,
train/ID1370004842.jpg,Fescue,2015/10/6,NSW,9.6667,0.55,0.0,21.9986,55.8014,77.8,55.8014,False,train/ID1370004842.jpg,0.0,
train/ID1374789439.jpg,Phalaris_Clover,2015/7/1,Vic,4.0,0.74,1.3556,1.3556,21.6889,24.4,23.0444,False,train/ID1374789439.jpg,0.0,
train/ID1385921939.jpg,Lucerne,2015/5/7,NSW,32.0,0.79,0.0,6.8243,43.6757,50.5,43.6757,False,train/ID1385921939.jpg,0.0,
train/ID1386202352.jpg,Ryegrass_Clover,2015/5/19,Tas,5.0,0.86,0.0,12.1549,35.0834,47.2383,35.0834,False,train/ID1386202352.jpg,0.0,
train/ID1395011773.jpg,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,2015/10/13,Vic,3.2,0.52,10.0895,11.9667,13.8438,35.9,23.9333,False,train/ID1395011773.jpg,0.0,
train/ID1403078396.jpg,Clover,2015/9/4,Tas,2.3333,0.42,5.3,8.3,1.5,15.1,6.8,False,train/ID1403078396.jpg,0.0,
train/ID1403107574.jpg,Clover,2015/8/21,WA,1.0,0.54,22.69,0.0,0.0,22.69,22.69,False,train/ID1403107574.jpg,0.0,
train/ID1411613934.jpg,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,2015/10/13,Vic,3.3,0.49,6.8937,17.8286,16.8777,41.6,23.7714,False,train/ID1411613934.jpg,0.0,
train/ID141370843.jpg,Ryegrass_Clover,2015/8/14,Vic,4.0,0.72,5.6182,5.6182,19.6636,30.9,25.2818,False,train/ID141370843.jpg,0.0,
train/ID1413758094.jpg,Ryegrass_Clover,2015/9/4,Tas,5.0,0.54,0.8746,46.0532,17.5601,64.4879,18.4347,False,train/ID1413758094.jpg,0.0,
train/ID1414371018.jpg,Ryegrass_Clover,2015/11/10,Tas,3.1667,0.72,14.7281,6.1901,12.3801,33.2982,27.1082,False,train/ID1414371018.jpg,0.0,
train/ID1415329644.jpg,Lucerne,2015/4/1,NSW,38.0,0.83,0.0,0.0,63.3,63.3,63.3,False,train/ID1415329644.jpg,0.0,
train/ID1421714468.jpg,Ryegrass_Clover,2015/9/4,Tas,4.5,0.85,0.0,36.581,26.6001,63.1811,26.6,False,train/ID1421714468.jpg,0.0,
train/ID142751858.jpg,Ryegrass_Clover,2015/9/29,Vic,5.0,0.81,15.3953,2.417,33.2077,51.02,48.603,False,train/ID142751858.jpg,0.0,
train/ID1428837636.jpg,WhiteClover,2015/6/29,Tas,3.0,0.7,10.1663,19.1366,3.8871,33.1901,14.0535,False,train/ID1428837636.jpg,0.0,
train/ID1437386574.jpg,Phalaris_Clover,2015/9/30,Vic,6.0,0.75,5.0001,3.7122,44.1677,52.88,49.1678,False,train/ID1437386574.jpg,0.0,
train/ID1444674500.jpg,Clover,2015/7/8,WA,1.0,0.43,11.64,0.0,3.5,15.14,15.14,False,train/ID1444674500.jpg,0.0,
train/ID1450399782.jpg,Ryegrass,2015/9/11,Tas,5.8333,0.86,0.1901,19.082,38.202,57.4741,38.3921,False,train/ID1450399782.jpg,0.0,
train/ID1451025862.jpg,Ryegrass_Clover,2015/11/10,Tas,2.8333,0.53,5.3,4.3,6.9,16.5,12.2,False,train/ID1451025862.jpg,0.0,
train/ID1456861072.jpg,Ryegrass_Clover,2015/6/26,Tas,1.0,0.37,0.4,6.0,1.0,7.4,1.4,False,train/ID1456861072.jpg,0.0,
train/ID1457700382.jpg,Lucerne,2015/4/1,NSW,30.0,0.7,0.0,0.0,24.8,24.8,24.8,False,train/ID1457700382.jpg,0.0,
train/ID1458758610.jpg,Fescue,2015/10/6,NSW,9.3333,0.49,0.0,50.2255,52.4745,102.7,52.4745,False,train/ID1458758610.jpg,0.0,
train/ID1463690813.jpg,Lucerne,2015/4/1,NSW,35.0,0.84,0.0,0.0,58.2,58.2,58.2,False,train/ID1463690813.jpg,0.0,
train/ID146920896.jpg,Ryegrass_Clover,2015/5/19,Tas,2.0,0.36,0.5,0.4,6.6,7.5,7.1,False,train/ID146920896.jpg,0.0,
train/ID1471216911.jpg,Phalaris_Clover,2015/9/30,Vic,16.0,0.85,67.8977,11.4857,28.8667,108.25,96.7643,False,train/ID1471216911.jpg,0.0,
train/ID1472525822.jpg,Fescue_CrumbWeed,2015/1/15,NSW,7.0,0.7,0.0,16.4891,30.3109,46.8,30.3109,False,train/ID1472525822.jpg,0.0,
train/ID1473228876.jpg,Fescue_CrumbWeed,2015/1/15,NSW,8.0,0.72,0.0,10.0135,28.0865,38.1,28.0865,False,train/ID1473228876.jpg,0.0,
train/ID1474775613.jpg,Ryegrass,2015/5/18,Tas,10.0,0.86,0.0,5.3604,44.3447,49.7051,44.3447,False,train/ID1474775613.jpg,0.0,
train/ID147528735.jpg,Lucerne,2015/1/15,NSW,52.0,0.74,0.0,3.0,53.5,56.5,53.5,False,train/ID147528735.jpg,0.0,
train/ID1476045099.jpg,Ryegrass_Clover,2015/8/14,Vic,4.0,0.77,6.7778,3.3889,20.3333,30.5,27.1111,False,train/ID1476045099.jpg,0.0,
train/ID1477176296.jpg,Ryegrass_Clover,2015/8/14,Vic,4.0,0.77,1.8308,1.8308,20.1385,23.8,21.9692,False,train/ID1477176296.jpg,0.0,
train/ID1488408526.jpg,Fescue,2015/2/25,NSW,6.0,0.48,0.0,9.8969,28.5031,38.4,28.5031,False,train/ID1488408526.jpg,0.0,
train/ID1496750796.jpg,Ryegrass_Clover,2015/8/14,Vic,2.0,0.68,1.7727,5.3182,12.4091,19.5,14.1818,False,train/ID1496750796.jpg,0.0,
train/ID1498398599.jpg,Clover,2015/9/4,Tas,2.1667,0.36,11.0375,5.6471,1.2834,17.9681,12.321,False,train/ID1498398599.jpg,0.0,
train/ID1509266870.jpg,Ryegrass_Clover,2015/8/14,Vic,4.0,0.77,2.775,2.775,27.75,33.3,30.525,False,train/ID1509266870.jpg,0.0,
train/ID1510574031.jpg,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,2015/10/14,Vic,5.1667,0.51,7.2336,14.4672,19.4992,41.2,26.7328,False,train/ID1510574031.jpg,0.0,
train/ID1512751450.jpg,Ryegrass,2015/9/11,Tas,3.8333,0.77,0.3786,9.6678,19.656,29.7024,20.0346,False,train/ID1512751450.jpg,0.0,
train/ID1513184765.jpg,Ryegrass_Clover,2015/6/26,Tas,1.0,0.41,0.0,5.0118,6.1574,11.1692,6.1574,False,train/ID1513184765.jpg,0.0,
train/ID1515990019.jpg,Ryegrass_Clover,2015/9/3,Tas,2.1667,0.41,0.0,1.3,11.9,13.2,11.9,False,train/ID1515990019.jpg,0.0,
train/ID1516374298.jpg,Clover,2015/7/8,WA,1.0,0.3,9.0,0.0,1.7,10.7,10.7,False,train/ID1516374298.jpg,0.0,
train/ID152157478.jpg,Ryegrass_Clover,2015/9/29,Vic,17.0,0.84,35.1643,7.9034,64.3724,107.44,99.5366,False,train/ID152157478.jpg,0.0,
train/ID1525817840.jpg,Phalaris_Clover,2015/8/18,Vic,3.8,0.72,7.7677,32.3656,20.0667,60.2,27.8344,False,train/ID1525817840.jpg,0.0,
train/ID1540480250.jpg,Phalaris,2015/2/24,NSW,20.0,0.58,0.0,3.6485,116.7515,120.4,116.7515,False,train/ID1540480250.jpg,0.0,
train/ID1545077474.jpg,Ryegrass_Clover,2015/11/9,Tas,3.5,0.4,0.0,19.2,8.8,28.0,8.8,False,train/ID1545077474.jpg,0.0,
train/ID1547945326.jpg,Ryegrass_Clover,2015/9/3,Tas,2.1667,0.74,6.2816,4.2493,10.7156,21.2465,16.9972,False,train/ID1547945326.jpg,0.0,
train/ID1559189397.jpg,Lucerne,2015/5/7,NSW,23.0,0.56,0.0,1.0805,22.4195,23.5,22.4195,False,train/ID1559189397.jpg,0.0,
train/ID1563418511.jpg,Phalaris,2015/2/24,NSW,34.0,0.7,0.0,4.5904,107.1096,111.7,107.1096,False,train/ID1563418511.jpg,0.0,
train/ID1570190541.jpg,Clover,2015/11/9,Tas,2.3333,0.55,16.6157,7.8376,0.1568,24.61,16.7724,False,train/ID1570190541.jpg,0.0,
train/ID1573329652.jpg,Fescue_CrumbWeed,2015/1/15,NSW,6.0,0.61,0.0,19.2015,22.2985,41.5,22.2985,False,train/ID1573329652.jpg,0.0,
train/ID1574125908.jpg,Ryegrass,2015/2/24,NSW,7.0,0.42,0.0,3.5379,43.1621,46.7,43.1621,False,train/ID1574125908.jpg,0.0,
train/ID157479394.jpg,Phalaris,2015/2/24,NSW,37.0,0.69,0.0,4.8579,129.3421,134.2,129.3421,False,train/ID157479394.jpg,0.0,
train/ID1579942839.jpg,Clover,2015/9/4,Tas,2.5,0.66,14.886,2.6661,3.3327,20.8848,18.2186,False,train/ID1579942839.jpg,0.0,
train/ID158170916.jpg,Ryegrass_Clover,2015/11/10,Tas,8.8333,0.91,5.3547,33.0205,69.6107,107.9859,74.9654,False,train/ID158170916.jpg,0.0,
train/ID1590632667.jpg,Ryegrass_Clover,2015/11/9,Tas,3.8333,0.7,3.1807,24.2887,31.2284,58.6978,34.4091,False,train/ID1590632667.jpg,0.0,
train/ID1618145129.jpg,Ryegrass_Clover,2015/11/10,Tas,4.1667,0.84,0.0,10.3826,37.1257,47.5083,37.1257,False,train/ID1618145129.jpg,0.0,
train/ID1618597318.jpg,Ryegrass_Clover,2015/9/3,Tas,2.1667,0.65,1.1195,2.239,33.0259,36.3845,34.1454,False,train/ID1618597318.jpg,0.0,
train/ID1620371305.jpg,Phalaris_Clover,2015/9/30,Vic,10.0,0.79,17.0913,6.4092,57.0895,80.59,74.1808,False,train/ID1620371305.jpg,0.0,
train/ID162394992.jpg,Ryegrass,2015/2/24,NSW,9.0,0.61,0.0,1.8459,47.2541,49.1,47.2541,False,train/ID162394992.jpg,0.0,
train/ID1623964968.jpg,Ryegrass_Clover,2015/11/9,Tas,2.3333,0.44,10.0977,21.4983,19.5439,51.1398,29.6415,False,train/ID1623964968.jpg,0.0,
train/ID1624268863.jpg,Fescue_CrumbWeed,2015/1/15,NSW,4.0,0.56,0.0,10.168,22.932,33.1,22.932,False,train/ID1624268863.jpg,0.0,
train/ID1634731537.jpg,Clover,2015/11/9,Tas,3.3333,0.64,19.9619,6.8619,0.0,26.8238,19.9619,False,train/ID1634731537.jpg,0.0,
train/ID1638922597.jpg,WhiteClover,2015/6/29,Tas,3.0,0.65,10.5353,21.3479,0.2772,32.1605,10.8126,False,train/ID1638922597.jpg,0.0,
train/ID1645161155.jpg,Ryegrass_Clover,2015/9/4,Tas,4.5,0.7,0.0,40.6841,19.0515,59.7356,19.0516,False,train/ID1645161155.jpg,0.0,
train/ID1655778545.jpg,Fescue,2015/5/7,NSW,5.0,0.62,0.0,17.0357,30.6643,47.7,30.6643,False,train/ID1655778545.jpg,0.0,
train/ID1665142816.jpg,Phalaris_Clover,2015/7/1,Vic,4.0,0.73,3.7714,4.7143,24.5143,33.0,28.2857,False,train/ID1665142816.jpg,0.0,
train/ID1667778338.jpg,Ryegrass_Clover,2015/8/14,Vic,5.0,0.77,3.9,9.75,29.25,42.9,33.15,False,train/ID1667778338.jpg,0.0,
train/ID1671844336.jpg,Ryegrass_Clover,2015/6/26,Tas,3.0,0.68,0.8024,8.4248,12.0354,21.2625,12.8377,False,train/ID1671844336.jpg,0.0,
train/ID1675365449.jpg,Phalaris_Clover,2015/9/30,Vic,16.0,0.79,1.4833,12.2372,89.7395,103.46,91.2228,False,train/ID1675365449.jpg,0.0,
train/ID1680597197.jpg,Fescue,2015/2/25,NSW,12.0,0.69,0.0,8.6171,84.1829,92.8,84.1829,False,train/ID1680597197.jpg,0.0,
train/ID1692894460.jpg,Clover,2015/11/9,Tas,3.5,0.69,30.1768,14.7741,0.3143,45.2652,30.4912,False,train/ID1692894460.jpg,0.0,
train/ID1693880739.jpg,Phalaris_Ryegrass_Clover,2015/6/26,Vic,4.0,0.85,0.0,4.7385,30.4615,35.2,30.4615,False,train/ID1693880739.jpg,0.0,
train/ID1703304524.jpg,Ryegrass_Clover,2015/11/10,Tas,7.0,0.86,2.5821,46.4778,47.7689,96.8288,50.351,False,train/ID1703304524.jpg,0.0,
train/ID1717006117.jpg,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,2015/10/14,Vic,6.1667,0.57,18.0129,18.9135,32.8735,69.8,50.8865,False,train/ID1717006117.jpg,0.0,
train/ID1729002155.jpg,Fescue,2015/10/6,NSW,5.6667,0.34,0.0,20.7462,19.8538,40.6,19.8538,False,train/ID1729002155.jpg,0.0,
train/ID1746343319.jpg,Ryegrass_Clover,2015/11/9,Tas,2.5,0.35,0.6,18.0,6.9,25.5,7.5,False,train/ID1746343319.jpg,0.0,
train/ID1753847361.jpg,Phalaris_Clover,2015/9/30,Vic,17.0,0.83,34.9938,3.5437,51.2725,89.81,86.2663,False,train/ID1753847361.jpg,0.0,
train/ID1761544403.jpg,Clover,2015/8/21,WA,1.0,0.54,32.64,0.0,0.0,32.64,32.64,False,train/ID1761544403.jpg,0.0,
train/ID1781353117.jpg,Ryegrass,2015/5/18,Tas,4.0,0.69,1.7583,11.0291,15.185,27.9724,16.9433,False,train/ID1781353117.jpg,0.0,
train/ID1782509721.jpg,Fescue,2015/10/6,NSW,8.0,0.39,0.0,26.2626,30.1374,56.4,30.1374,False,train/ID1782509721.jpg,0.0,
train/ID1782608354.jpg,Ryegrass,2015/9/1,WA,17.0,0.81,0.07,0.0,72.1,72.17,72.17,False,train/ID1782608354.jpg,0.0,
train/ID1783499590.jpg,Ryegrass,2015/6/26,Vic,5.5,0.8,1.1385,18.2154,13.6615,33.0154,14.8,False,train/ID1783499590.jpg,0.0,
train/ID1784585001.jpg,Clover,2015/11/9,Tas,4.5,0.8,35.0394,12.3111,3.788,51.1386,38.8275,False,train/ID1784585001.jpg,0.0,
train/ID1789265307.jpg,Clover,2015/11/9,Tas,7.1667,0.87,69.8783,19.3509,1.0751,90.3042,70.9533,False,train/ID1789265307.jpg,0.0,
train/ID1789834546.jpg,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,2015/10/14,Vic,4.1667,0.52,6.5244,14.8756,21.4,42.8,27.9244,False,train/ID1789834546.jpg,0.0,
train/ID1789853061.jpg,Phalaris_Clover,2015/8/18,Vic,5.2,0.87,12.9283,7.5415,36.6302,57.1,49.5585,False,train/ID1789853061.jpg,0.0,
train/ID1831254380.jpg,Clover,2015/11/9,Tas,5.3333,0.84,71.7865,15.758,0.8754,88.42,72.662,False,train/ID1831254380.jpg,0.0,
train/ID1839139621.jpg,Ryegrass,2015/5/18,Tas,8.0,0.8,0.0,10.3894,31.5263,41.9157,31.5264,False,train/ID1839139621.jpg,0.0,
train/ID1853508321.jpg,Ryegrass_Clover,2015/9/3,Tas,1.6667,0.45,0.0,1.1786,28.5232,29.7018,28.5232,False,train/ID1853508321.jpg,0.0,
train/ID1857489997.jpg,Phalaris_Clover,2015/7/1,Vic,3.0,0.66,2.3478,2.3478,13.3043,18.0,15.6522,False,train/ID1857489997.jpg,0.0,
train/ID1859251563.jpg,Lucerne,2015/1/15,NSW,70.0,0.83,0.0,6.9,119.6,126.5,119.6,False,train/ID1859251563.jpg,0.0,
train/ID1859792585.jpg,Ryegrass,2015/5/18,Tas,4.0,0.62,0.7708,30.83,22.6087,54.2095,23.3794,False,train/ID1859792585.jpg,0.0,
train/ID1868719645.jpg,Ryegrass_Clover,2015/7/2,Vic,4.0,0.77,4.8348,2.4174,20.5478,27.8,25.3826,False,train/ID1868719645.jpg,0.0,
train/ID187238869.jpg,Ryegrass_Clover,2015/9/29,Vic,4.0,0.75,11.8881,2.972,28.9098,43.77,40.798,False,train/ID187238869.jpg,0.0,
train/ID1874904894.jpg,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,2015/10/13,Vic,3.0,0.3,0.0,29.1542,4.1458,33.3,4.1458,False,train/ID1874904894.jpg,0.0,
train/ID1876271942.jpg,Ryegrass,2015/2/24,NSW,10.0,0.68,0.0,8.3614,47.9386,56.3,47.9386,False,train/ID1876271942.jpg,0.0,
